stop,pagerank
Singahalli,0.00028706641228441493
Kallur,0.00028706641228441493
Haro Kyatanahalli,0.00028706641228441493
V Kallahalli Sarjapura Road,0.00028706641228441493
Chandranagara,0.00028706641228441493
Somanahalli,0.00028706641228441493
SRIRAMPURA,0.00028706641228441493
Shettihalli,0.00028706641228441493
Dattatraya Nagara Temple,0.00028706641228441493
Iskcon Temple,0.00028706641228441493
Bisanahalli,0.00028706641228441493
Hennagara,0.00028706641228441493
Channa Nayakanapalya,0.00028706641228441493
Beemanakuppe,0.00028706641228441493
Mutturayanaswamy Doddi,0.00028706641228441493
Dodderi Grama,0.00028706641228441493
Bilwarada Halli,0.00028706641228441493
Maduranagar,0.00028706641228441493
Kaji Hosahalli,0.00028706641228441493
Karnataka Slum Development Board,0.00028706641228441493
Vaghata,0.00028706641228441493
Bagalagunte Village,0.00028706641228441493
Lingadeeranahalli,0.00028706641228441493
Laxmidevi Nagar,0.00028706641228441493
Gangondanahalli,0.00028706641228441493
Kachohalli,0.00028706641228441493
Thippagondanahalli Quarters,0.00028706641228441493
Dodda Kuntanahalli,0.00028706641228441493
Nayandahalli Railway Gate,0.00028706641228441493
Allalasandra,0.00028706641228441493
Kariyana Palya,0.00028706641228441493
Amruth Nagara,0.00028706641228441493
Narayana Ghatta,0.00028706641228441493
Kommagatta,0.00028706641228441493
Bittasandra,0.00028706641228441493
Hosa Palya,0.00028706641228441493
Yale Kodigehalli,0.00028706641228441493
Vaderamanchanahalli,0.00028706641228441493
Hampapura,0.00028706641228441493
Thimmappana Palya,0.00028706641228441493
Thippenahalli,0.00028706641228441493
Gonighattapura,0.00028706641228441493
Kuduragere Betta Halasuru,0.00028706641228441493
Panchsheela Nagara,0.00028706641228441493
Esuvanahalli,0.00028706641228441493
Bellandru,0.00028706641228441493
Chimani Hills,0.00028706641228441493
Somashettihalli,0.00028706641228441493
Kalkere,0.00028706641228441493
Gowdahalli,0.00028706641228441493
Sheshadri Nagara,0.00028706641228441493
Huskur Village,0.00028706641228441493
Thirumalapura,0.00028706641228441493
Avaragere,0.00028706641228441493
Thammanayakanahalli,0.00028706641228441493
Tindlu,0.00028706641228441493
Devagere,0.00028706641228441493
Kengeri Bandemata Badavane,0.00028706641228441493
Doddabele,0.00028706641228441493
Bommashetta Halli,0.00028706641228441493
Vajrakatte Palya,0.00028706641228441493
Basaveshwara Nagara 3rd Stage,0.00028706641228441493
Poojena agrahara,0.00028706641228441493
Chikkabegur,0.00028706641228441493
Thyamagondlu,0.00028706641228441493
Chimmasandra,0.00028706641228441493
DODDANAGAMANGALA,0.00028706641228441493
Byappana Halli Satallite Bus Station,0.00028706641228441493
Subhash Nagara,0.00028706641228441493
Kadabagere,0.00028706641228441493
Karubele,0.00028706641228441493
Bettenahalli,0.00028706641228441493
Ravindra Nagara,0.00028706641228441493
Bileshivale,0.00028706641228441493
Jakkur,0.00028706641228441493
Nettigere,0.00028706641228441493
Government Soap Factory,0.00028706641228441493
Horamabu petrol bunk,0.00028706641228441493
Yelachaguppe,0.00028706641228441493
Makanahalli,0.00028706641228441493
Sompura,0.00028706641228441493
Thirupalya,0.00028706641228441493
Medarahalli Railway Gate,0.00028706641228441493
Vaddarapalya,0.00028706641228441493
DODDA THOGOOR,0.00028706641228441493
Huskur Gate,0.0002867373613097675
Girigowdana Doddi,0.0002857371021466454
TAYAPPANA DODDI,0.0002857371021466454
Magadi Road 2nd Cross,0.00028407535261565863
Bidaluru,0.00028356252549330464
Sampigehalli,0.00028342245836133497
Casappa Cola Residency Road,0.00028276633164311493
Richmond Road Tower,0.00028276633164311493
Devarabisanahalli,0.0002818803600353286
Hesaraghatta Indo Danish Farm,0.0002818803600353286
Karim Sab Layout,0.0002818803600353286
Yarappana Bande,0.0002818803600353286
Ashwath Nagara,0.0002818803600353286
Rachenahalli,0.0002818803600353286
Thanisandra,0.0002818803600353286
RAILWAY GATE SHAMPURA,0.0002818803600353286
Horamavu Agara,0.0002818803600353286
Maragondanahalli,0.0002818803600353286
Vibhuthipura Samudaya Bhavana,0.0002818803600353286
Koothaganahalli,0.0002818803600353286
CGHS Nagavar Palya,0.0002818803600353286
Chalekere,0.0002818803600353286
Koturu,0.0002818803600353286
A Narayanapura,0.0002818803600353286
Venkateshwara Nagara,0.0002818803600353286
Mailanahalli Bagalur,0.0002818803600353286
Girinagara Circle,0.0002816614421517024
Depot 23,0.0002815605373873455
Vinayaka Nagara Telecome Layout,0.0002815448338789986
Mother Dairy,0.0002807359609769835
Bramha Devara Gudda,0.0002788117797678651
Leggere,0.0002785924397859191
Chitrapura Mutt Malleshwaram,0.0002785383117026501
Jayadeva Signal,0.000276527164256125
Silk Board Attibele Road,0.0002763989774386365
Uraganadoddi Bannerughatta Area,0.0002763529179252875
DRDO TOWNSHIP BUS STAND,0.000276221170252896
BMS College Campus,0.0002755072540187316
Cluny Convent High School,0.0002755072540187316
St Vincent School,0.0002742484802688976
Gullahatti Kaval,0.00027328711944117005
Jambu Savari Dinne,0.0002731808363957511
Basavanagara Bus Stand,0.00027313192381025445
Thurahalli,0.00027313192381025445
Depot 12,0.0002729877233293142
Gulaganjanahalli,0.0002729877233293142
Valepura,0.000272848900747524
NGEF,0.00027279529987048927
Shanthipura,0.00027239561934125584
Kambalipura,0.00027239561934125584
Government Sub-Urban Press,0.00027239561934125584
Neeladri Nagara,0.0002723231700649722
Purushanahalli,0.00027057405193139185
Adakimaranahalli,0.00027057405193139185
Tore Hosahalli,0.00027057405193139185
Aluru Palya,0.00027057405193139185
Nayandahalli Junction,0.0002696026013005566
HSRKEB,0.0002694748654554452
Karekall kunigal Road,0.00026930025714629047
Dinnura,0.0002692141126765961
Avalahalli New BDA Layout,0.00026883589487900606
Lakshmipura MS Palya,0.00026875815074931995
Pillahalli colony,0.00026875815074931995
HMT Auditorium,0.00026788877151787973
Depot 8,0.0002675875024353325
BGS Hospital,0.00026733153445514853
Gubbalala,0.00026733153445514853
Hongasandra mico layout,0.00026733153445514853
Rajani Farm,0.00026733153445514853
Shivarama karanth layout 10th Cross,0.00026733153445514853
Jodi Ragi Thimmasandra,0.00026733153445514853
Mandooru,0.00026733153445514853
Satya Sai Hospital,0.00026733153445514853
Jigani Bus Stand,0.00026733153445514853
Eshwara Layout,0.00026733153445514853
Kumbalagodu,0.000267200675938971
Bidadi Main Bus Stand,0.000267200675938971
Jn of Ring Road Channasandra,0.000267200675938971
Singanayakanahalli,0.0002661161334528366
Tata Elxsi BrigadeTeck Park,0.00026437878649938993
Esteem Mall,0.0002634785392106562
Coffee Board Layout,0.00026342531227059195
Muneshwara Block,0.0002621454822060622
GANDHIPURA,0.0002621454822060622
Kendriya Vihara Yelahanka,0.0002621454822060622
Central Jail,0.0002621454822060622
Indira Nursing Home Tyagarajanagar,0.0002621454822060622
Mini TajMahal,0.0002621454822060622
Bandenallasandra,0.0002621454822060622
Dasanayakanahalli,0.0002621454822060622
Mohan Kumar Nagara,0.0002621454822060622
Bapuji Layout,0.0002621454822060622
Sadaramangala,0.0002621454822060622
Jyothi Nagara,0.0002621454822060622
Sigehalli,0.0002621454822060622
Lourdhubhai Kalyana mantapa,0.0002621454822060622
Umara Bhagh Layout,0.0002621454822060622
Eliyas Nagar,0.0002621454822060622
Papareddy Palya,0.0002621454822060622
Krishnappa Layout,0.0002621454822060622
Virabhadranagara Cross,0.0002621454822060622
Vivekanada Nagara,0.0002621454822060622
Vijaya Bank Layout,0.0002621454822060622
Singapura,0.0002621454822060622
Muneshwara nagara Kerekodi,0.0002621454822060622
BDS Nagara,0.0002621454822060622
Lingarajapuram KHB Colony,0.0002621454822060622
Medi Mallasandra,0.0002621454822060622
Laggere Arch,0.0002621454822060622
Vishweshwaraiah Enclave,0.0002621454822060622
Madeshwara Nagara,0.0002621454822060622
Kamalanagar Bus Stop,0.0002621454822060622
Kumaraswamy Layout West,0.0002621454822060622
DAYANANDA SAGAR COLLEGE,0.0002615264908351507
BOSCH- Bommamahalli,0.0002613852428425361
Sri Vidyanagara,0.0002603029791257256
Agara Junction,0.00025999128560198385
New Devanahalli,0.00025987635107356977
T John College Campus,0.0002591789978544718
Bhavani Nagara 2nd Stage,0.0002590769019385987
MATHA AMRUTHAMAYI COLLEGE,0.00025823926002150563
BHEL Layout,0.0002572846454832229
Designers Suits,0.00025715265040813584
Kuvempunagar,0.00025711423314168404
ITC,0.0002570346901157551
Sahakar Nagar Police Out Post,0.000257001672437272
JP Nagara 15th Cross,0.0002569594299569759
Kammana Halli,0.0002569594299569759
Kolipura Uttanahalli,0.0002569594299569759
Chikkajala,0.0002569594299569759
Immadihalli,0.0002569594299569759
Rajaji Nagara Ramamandira,0.0002569594299569759
Ganganagara,0.00025665204570018095
Thalaghattapura Bus Stop,0.0002566180400960211
KAVERI NAGARA,0.00025652980677497893
GKVK Library,0.0002564157669355543
Nagarabhavi 1st Stage 3rd Block,0.00025578657019827085
Kuvempu Nagara 2nd Stage,0.0002554712691042009
Kumaraswamy Layout Police Station,0.00025522377724676733
Srinivasapura,0.000255212756868537
Sharada Nagara,0.00025510319048080746
India Garrage Lower Agrram Road,0.00025497937425219587
Chikka Thirupathi,0.00025476909581559825
Rajaji Nagar 1st Block,0.00025469718372799676
Bharath House building Co-operative Society layout,0.0002544711393165809
Raghavendra Colony TR Mill,0.0002544571051292028
Chikkagollarahatti,0.0002542275547162056
Cambridge Layout,0.0002542275547162056
Summanahalli Signal,0.0002540275817455627
Ghanigara Halli,0.00025355224161190365
Maruthi mandira,0.000253367054885656
Bhima Jyothi Nagara,0.0002531330468483698
Sonnenahalli,0.0002520985932341366
BK Circle,0.0002509831601084548
Richmond Park,0.00025081317146166606
Tambuchettipalya,0.0002501182963511126
Hoodi,0.00024949276034027623
Anantapura Gate,0.00024943325577176143
Contonment Railway Station,0.0002485187989842445
Bapuji Nagara,0.00024839168578665266
UNITEX,0.0002482609078214108
Yelahanka NES,0.00024774723756142256
Kundana Devanahalli,0.0002472377565112973
Jalahalli Cross Ayyappa Temple,0.0002468837801514465
Depot 13,0.00024635459054509975
DEPOT-30,0.0002454999994159601
Maniksha Parade Ground,0.0002454999994159601
Koramangla National Games Village,0.0002453081564708549
Hebbagodi,0.00024396914532134623
Srinivasa Nagara,0.00024396914532134623
CQEAE Complex,0.00024317076942244656
Vyali Kaval Police Station,0.00024317076942244656
StJosephs College,0.00024303800865057388
Wilson Garden police Station,0.0002423552111983683
Wilson Garden Police Station,0.0002423552111983683
Bharatnagara,0.00024220881200096356
INTEL,0.00024209548498331572
Kengeri Satellite Town Corporation Bank,0.00023850087491468383
NP Medical Store,0.00023317290194586201
Warriers Bakery,0.00022632859183088308
Amrutahalli,0.00022253479282190755
MVJ Medical Hospital,0.00022106745864122892
Depot 18,0.00021978450928297874
Kamalanagara Old Bus Stop,0.00021914623090100706
Hunasamarenahalli,0.00021914069077401158
Jnana Bharathi Police Station,0.00021879847970244473
Ragigudda,0.00021805483319705163
Bank Colony,0.00021805483319705163
Jayamahal,0.00021801497750498745
Hennur Depot,0.00021801497750498745
Heelalige Railway Station,0.00021769609655036094
Ramaswamy Palya,0.0002173943290754188
Depot 43,0.00021441204829979914
Kempegowda Nagara Police Station,0.0002124933115150829
Horamavu Maruthi Vidyala Campus,0.0002124933115150829
Depot-18,0.00021213613980744473
Ashoka Pillar,0.0002096926064706586
Sathyanagara Indian Oil,0.00020852198146344549
Bennigana Halli,0.00020852198146344549
Banasawadi Horamvu,0.00020852198146344549
Sangam Circle,0.00020831298074458021
Hesaraghatta,0.00020758597818783058
Orian Mall Yeshwanthpura,0.00020758597818783058
Kenchenahalli Yelahanka,0.00020684498688155404
Jalahalli Quarters,0.0002062537900156899
Halasuru,0.00020567567399026616
BTM Bus Stand,0.0002048017130229276
Avathi,0.0002044205791682065
St Michael's High School,0.00020408700716833815
Huskur gate,0.0002037048005744068
BM English School,0.00020106368264320067
Chunchanakuppe,0.00020052250247840992
Mother Dairy Cross,0.00020021543522808969
ITI Bhavan,0.00019853270863408285
Electronics City,0.00019811960521413962
Sanjay Nagara,0.00019735338374431263
Goodwill Womens College,0.00019719331861855452
Accenture,0.00019710849006032856
ITI Circle KRPuram,0.0001970769332257167
Dunnasandra Cross,0.00019700529621963136
Ramadevanahalli,0.00019700529621963136
K Chansandra,0.00019700529621963136
Vaghata Near Hoskote,0.00019700529621963136
Kallahalli,0.00019700529621963136
Kolathur,0.00019700529621963136
Ashraya Badavane,0.00019700529621963136
Shivanahalli,0.00019700529621963136
Indlawadi,0.00019700529621963136
Gnanashakti Nagar,0.00019700529621963136
Baguru,0.00019700529621963136
Immdahalli,0.00019700529621963136
institute of Social Economic College,0.00019700529621963136
AECS,0.00019700529621963136
JJN THIMMAREDDY LAYOUT,0.00019700529621963136
Chinthala Madiwala,0.00019700529621963136
Chikka Thimmasandra,0.00019700529621963136
Jyothipura,0.00019700529621963136
Dyavarahalli,0.00019700529621963136
Aradeshanahalli,0.00019700529621963136
Motaganahalli,0.00019700529621963136
Maruthi Markandayanagara,0.00019700529621963136
Panathuru,0.00019700529621963136
Thoredoddi High School,0.00019700529621963136
Handenahalli Gate,0.00019700529621963136
Khazi Sonnehalli,0.00019700529621963136
Horamavu,0.00019700529621963136
Muthyalanagar,0.00019700529621963136
Handaenahalli,0.00019700529621963136
Somalapura,0.00019700529621963136
Balgere,0.00019700529621963136
Banashankri 2nd Stage,0.00019700529621963136
Banara halli,0.00019700529621963136
KODIHALLI,0.00019700529621963136
Bhaktharahalli,0.00019700529621963136
TChuddadenahalli,0.00019700529621963136
Banashankari BDA Complex,0.00019700529621963136
Laggere Bridge,0.00019700529621963136
Banarahalli,0.00019700529621963136
Kanekallu,0.00019700529621963136
Lingadira Mallasandra,0.00019700529621963136
Jinke Bachahalli,0.00019700529621963136
Ramakrishnapura,0.00019700529621963136
Bandapura Village,0.00019700529621963136
Bannimangala,0.00019700529621963136
Muthugadahalli,0.00019700529621963136
Chikka Tumakur,0.00019700529621963136
Kakkehalli,0.00019700529621963136
Gulganjanahalli,0.00019700529621963136
Billa Kempanahalli,0.00019700529621963136
Kothaganahalli,0.00019700529621963136
Banjara Palya,0.00019700529621963136
HARSNAHALLI,0.00019700529621963136
PURA,0.00019700529621963136
Jn of Marasandra,0.00019700529621963136
Paramanahalli,0.00019700529621963136
Uddandalli,0.00019700529621963136
Katammana Doddi,0.00019700529621963136
Doddamaranahalli,0.00019700529621963136
Byalalu Janatha Colony,0.00019700529621963136
Bommanabande,0.00019700529621963136
Dodda Dasarahalli,0.00019700529621963136
Doddabannahalli,0.00019700529621963136
Veerenahalli,0.00019700529621963136
Annahalli,0.00019700529621963136
Manchegowdana palya,0.00019700529621963136
M Gopahalli,0.00019700529621963136
Punugumaranahalli,0.00019700529621963136
Basammanahalli,0.00019700529621963136
Alammana Palya,0.00019700529621963136
CK Thandya,0.00019700529621963136
Malligondanahalli,0.00019700529621963136
Subbarayappana Palya,0.00019700529621963136
Kurubarapalya,0.00019700529621963136
Channegowdana Doddi,0.00019700529621963136
Vajara Halli,0.00019700529621963136
Talaguppe,0.00019700529621963136
Kenchanaguppe,0.00019700529621963136
Huluvenahalli Gate,0.00019700529621963136
Gadigaiahana Doddi,0.00019700529621963136
Veeregowdana Doddi,0.00019700529621963136
Gottipura,0.00019700529621963136
Chandrappa Circle,0.00019700529621963136
SOLURU,0.00019700529621963136
ITI Layout Mallathahalli,0.00019700529621963136
Upkar Badavane,0.00019700529621963136
Melehalli,0.00019700529621963136
Dabbaguli Manchanabele,0.00019700529621963136
Marasur,0.00019700529621963136
Ramasagara,0.00019700529621963136
Singena Agrahara,0.00019700529621963136
Karikallu,0.00019700529621963136
Madiwala Village Market,0.00019700529621963136
Banasawadi,0.00019700529621963136
Hinnakki,0.00019700529621963136
Rajapura,0.00019700529621963136
Hagalahalli,0.00019700529621963136
Suradenapura Yelahanka Road,0.00019700529621963136
Dibbur,0.00019700529621963136
Kenchanapalya,0.00019700529621963136
Chikka Kuntanahalli,0.00019700529621963136
Thittahalli,0.00019700529621963136
MUKTHINAGA TEMPLE CROSS,0.00019700529621963136
Shanumangala,0.00019700529621963136
Hakki Pikki Colony,0.00019700529621963136
Gurukula School Tharahunise,0.00019700529621963136
Adusonnahatti Cross,0.00019700529621963136
Dandu Palya,0.00019700529621963136
BCMC Layout,0.00019700529621963136
E Muthasandra,0.00019700529621963136
Vabasandra,0.00019700529621963136
Dhananayakanahalli,0.00019700529621963136
Vishweshwaraiah Layout 1st Block,0.00019700529621963136
Chellahalli,0.00019700529621963136
Bettanahalli,0.00019700529621963136
Mallipalya,0.00019700529621963136
Seetha Kempanahalli,0.00019700529621963136
M Sathyawara,0.00019700529621963136
Bhavapura,0.00019700529621963136
Giddappanahalli,0.00019700529621963136
Nagarabhavi Village,0.00019700529621963136
THAVATAHALLI,0.00019700529621963136
Jadagenahalli,0.00019700529621963136
Soladevana Halli,0.00019700529621963136
Kanuvanahalli,0.00019700529621963136
Yelachagere,0.00019700529621963136
Soppahalli,0.00019700529621963136
Chikkahagade Gate,0.00019700529621963136
Chowdeshwari Temple,0.00019700529621963136
Kodalipura,0.00019700529621963136
Bidaraguppa,0.00019700529621963136
Kamblipura,0.00019700529621963136
Ballur,0.00019700529621963136
Suliwara,0.00019700529621963136
Mahadevapura,0.00019700529621963136
Mylanahalli Chikka jala,0.00019700529621963136
Neraluru,0.00019700529621963136
karpoora,0.00019700529621963136
Jakkanahalli,0.00019700529621963136
Karekal Palya,0.00019700529621963136
Lakkondahalli Cross,0.00019700529621963136
Veeranna Palya,0.00019700529621963136
Bella Halli,0.00019700529621963136
Bettahalasuru,0.00019700529621963136
Huttanahalli,0.00019700529621963136
Arjuna Bettahalli,0.00019700529621963136
Dibburu,0.00019700529621963136
BGS Health City,0.00019700529621963136
Rainbow Layout,0.00019700529621963136
Muttugadahalli Linganahalli,0.00019700529621963136
Guni Agrahara,0.00019700529621963136
Mylappanahalli,0.00019700529621963136
Yentaganahalli,0.00019700529621963136
Shamarajapura,0.00019700529621963136
Kanshiram Nagara,0.00019700529621963136
Kondashettihalli Byalakere,0.00019700529621963136
Linganahalli,0.00019700529621963136
Orahalli,0.00019700529621963136
Srinivaspura,0.00019700529621963136
Neraganahalli,0.00019700529621963136
Amarjyothi Nagara,0.00019700529621963136
Arasu Colony,0.00019700529621963136
Bylanjaneya Temple,0.00019700529621963136
Betthanagere,0.00019700529621963136
Marikuppe,0.00019700529621963136
Madavara,0.00019700529621963136
Machanayakanahalli,0.00019700529621963136
Hosahalli Palya,0.00019700529621963136
Varahasandra,0.00019700529621963136
Tharabana Halli Devanahalli Road,0.00019700529621963136
Manchenahalli,0.00019700529621963136
Ravuthanahalli,0.00019700529621963136
KG Lakkenahalli,0.00019700529621963136
Kuduregere,0.00019700529621963136
Kadayarppanhalli,0.00019700529621963136
Bommasandra Indl Area,0.00019700529621963136
Varanasi,0.00019700529621963136
Mukambika Nagar,0.00019700529621963136
Doddipalya,0.00019700529621963136
Gorinabele,0.00019700529621963136
Kadayarappanahalli,0.00019700529621963136
Bannikuppe,0.00019700529621963136
Honachanahalli,0.00019700529621963136
Panathuru Dinne,0.00019700529621963136
Mugabala,0.00019700529621963136
Doddanallala,0.00019700529621963136
Nidaghatta,0.00019700529621963136
SHIVANAPURA,0.00019700529621963136
UMMALU,0.00019700529621963136
Muthurayanagudi Palya,0.00019700529621963136
Shivakote,0.00019700529621963136
BTM 16 th Main Hopcoms,0.00019700529621963136
Mavallipura,0.00019700529621963136
Sadenahalli,0.00019700529621963136
Koluvarayanahalli,0.00019700529621963136
Jalige,0.00019700529621963136
Dodda Tumkur,0.00019700529621963136
Nagadasanahalli,0.00019700529621963136
Shivanapura Colony,0.00019700529621963136
Kamanahalli,0.00019700529621963136
Byrohalli,0.00019700529621963136
Nagaroor,0.00019700529621963136
Gidada Palya,0.00019700529621963136
Kumbarahalli,0.00019700529621963136
Sugatta,0.00019700529621963136
Kasghattapura,0.00019700529621963136
Vijanapura,0.00019700529621963136
Jinke Thimmanahalli,0.00019700529621963136
Gayatri Layout,0.00019700529621963136
Parvathi Nagara,0.00019700529621963136
Kalathammanahalli,0.00019700529621963136
Nrutya Grama,0.00019700529621963136
Ramagondanahalli,0.00019700529621963136
Dubasi Palya,0.00019700529621963136
Vidya Nagara Cross,0.00019700529621963136
DODDANALLURAHALLI,0.00019700529621963136
Guddadahalli Dinne,0.00019700529621963136
Devalingaiah Palya,0.00019700529621963136
Kempa Dyapanahalli,0.00019700529621963136
Kakaramana Halli,0.00019700529621963136
Bethimgere,0.00019700529621963136
Kamarasanahalli,0.00019700529621963136
Kacharakanahalli,0.00019700529621963136
Kurabarahalli,0.00019700529621963136
Muttugada Halli Chikka jala,0.00019700529621963136
Nagasandra,0.00019700529621963136
Thirumenahalli,0.00019700529621963136
Bommenahalli,0.00019700529621963136
Rajagopalanagar Rajni Farms,0.00019700529621963136
Kada Sonappana Halli,0.00019700529621963136
Kasuvinakunte,0.00019700529621963136
Kamnahalli,0.00019700529621963136
Obalapura,0.00019700529621963136
DODDATHAGGALI,0.00019700529621963136
Adigara Kallahalli,0.00019700529621963136
Gudemarenahalli Village,0.00019700529621963136
Dodda Thimmasandra,0.00019700529621963136
Thippasandra,0.00019700529621963136
Bade Katte,0.00019700529621963136
Naganayakana Kote,0.00019700529621963136
Samethanahalli,0.00019700529621963136
Munikondappa Badavane,0.00019700529621963136
Halasahalli,0.00019700529621963136
Lakshman Rao Nagara,0.00019700529621963136
Chikka Dasarahalli,0.00019700529621963136
Pandithana Agrahara,0.00019700529621963136
Areneru,0.00019700529621963136
Chudasandra,0.00019700529621963136
Pillagumba,0.00019700529621963136
Kumbala Halli,0.00019700529621963136
Kannurahalli,0.00019700529621963136
Nelavagilu,0.00019700529621963136
CHIMANDAHALLI,0.00019700529621963136
Bilekalli Village,0.00019700529621963136
Seethanayakanahalli,0.00019700529621963136
Devaganahalli,0.00019700529621963136
Hegganahalli,0.00019700529621963136
Kagalahalli,0.00019700529621963136
Nawkal palya,0.00019700529621963136
Sadanapalya,0.00019700529621963136
Hosa Doddi,0.00019700529621963136
Kodathi Silk Warm,0.00019700529621963136
Nayanahalli,0.00019700529621963136
Lingapura,0.00019700529621963136
Tattekere,0.00019700529621963136
Taralu ESTATE,0.00019700529621963136
Nallakkanadoddi,0.00019700529621963136
Indrasanahalli,0.00019700529621963136
Tulasipura,0.00019700529621963136
Betta Halli Kaval,0.00019700529621963136
Bokipura,0.00019700529621963136
Thokathimmanadoddi,0.00019700529621963136
New Gabadi,0.00019700529621963136
Kempapura Agrahara,0.00019700529621963136
Bhovi Palya,0.00019700529621963136
Gangawara,0.00019700529621963136
Hancharahalli,0.00019700529621963136
Chikkamaskal,0.00019700529621963136
Biskur,0.00019700529621963136
Nagaraholenagara,0.00019700529621963136
Laxmaiah Badavane,0.00019700529621963136
Ajjanahalli,0.00019700529621963136
Kodanandarama Nagara,0.00019700529621963136
Savanadurga,0.00019700529621963136
Helige Halli Colony,0.00019700529621963136
Bommandanahalli,0.00019700529621963136
Sripathi Halli,0.00019700529621963136
Kadajakkanahalli,0.00019700529621963136
Kodihalli Hesarugatta,0.00019700529621963136
Muppadighatta,0.00019700529621963136
Bukkasagara,0.00019700529621963136
Byatarayana Doddi,0.00019700529621963136
Thore Nagasandra,0.00019700529621963136
Railway Gollahalli,0.00019700529621963136
Kallodu,0.00019700529621963136
Krishnadoddi Bannerghatta Road,0.00019700529621963136
Shanubhoganahalli,0.00019700529621963136
Kommasandra,0.00019700529621963136
Karlapura Palya,0.00019700529621963136
Juttanahalli,0.00019700529621963136
Bylakonenahalli,0.00019700529621963136
Sampige,0.00019700529621963136
Lakshmipura,0.00019700529621963136
Jogerahalli,0.00019700529621963136
Gangena Halli,0.00019700529621963136
Aralimarada Palya,0.00019700529621963136
Konasandra Bannerghatta Road,0.00019700529621963136
Bhattaramarenahalli,0.00019700529621963136
Bidalapura,0.00019700529621963136
Somathanahalli,0.00019700529621963136
Kattugollahalli,0.00019700529621963136
Handrahalli,0.00019700529621963136
Mallohalli Palya,0.00019700529621963136
Hadripura,0.00019700529621963136
Muthanallur,0.00019700529621963136
Nagegowdana Palya,0.00019700529621963136
Narayanapura,0.00019700529621963136
Doddamarana Halli,0.00019700529621963136
Sondekoppa,0.00019700529621963136
Honnalagana Doddi,0.00019700529621963136
Kattalepalya,0.00019700529621963136
Chudahalli,0.00019700529621963136
Kempalingana pura,0.00019700529621963136
Baichapura,0.00019700529621963136
OB Choodahalli,0.00019700529621963136
Muthurayapura,0.00019700529621963136
KAMASANDRA,0.00019700529621963136
Hagadoor,0.00019700529621963136
Vinayakanagar,0.00019700529621963136
Vajramuneshwara Temple,0.00019700529621963136
Gunduru Colony,0.00019700529621963136
Gattahalli,0.00019700529621963136
KAGGALIPURA,0.00019700529621963136
Thammarasanahalli,0.00019700529621963136
Bangalore Central Jail,0.00019700529621963136
Muttanallur,0.00019700529621963136
Hongasandra Mico Layout,0.00019700529621963136
Viratanagara Cross,0.00019700529621963136
Mylasandra Cross,0.00019700529621963136
Sollepura,0.00019700529621963136
Thiruranga,0.00019700529621963136
Muttana Halli,0.00019700529621963136
Podu,0.00019700529621963136
Kyalasanahalli,0.00019700529621963136
Art of Living International Center,0.00019700529621963136
Garudachar Palya,0.00019700529621963136
Dodda Thugur Muneshwara Temple,0.00019700529621963136
CHIKKANAGAMANGALA,0.00019700529621963136
Alambadi,0.00019700529621963136
Yattukodi,0.00019700529621963136
Dinnur,0.00019700529621963136
Gudipalya,0.00019700529621963136
Janthagondanahalli,0.00019700529621963136
Kathruguppe,0.00019700529621963136
Vijayanagar,0.00019700529621963136
Uganawadi,0.00019700529621963136
Kodipalya,0.00019700529621963136
Karishma hills,0.00019700529621963136
Gadenahalli,0.00019700529621963136
Chunchaghatta,0.00019700529621963136
Ramanayakanahalli,0.00019700529621963136
Nekkundi Dommasandra,0.00019700529621963136
Kugur Cross,0.00019700529621963136
Kirloskar Badavane,0.00019700529621963136
Kanegowdanahalli,0.00019700529621963136
RT Nagara Police Station,0.0001969981468097867
Garadi Apartments KR Road,0.0001967863783360051
Nandi Cross,0.00019650552402819397
BEL Parking Lot,0.00019650552402819397
Karnataka Judical Academy,0.00019650552402819397
Hebbala Baptists Hospital,0.00019602931249558482
Indian Oil,0.00019602931249558482
Narendra Talkies kadugondanahalli,0.00019602931249558482
8th Mile T Dasarahalli,0.00019568597845025633
Kadabagere gate,0.00019568597845025633
Channabyregowda Circle,0.00019388956859913098
Jagadale Industries Pvt Ltd,0.00019316228862865183
Cap Gemini,0.0001928635934649981
Golden star Hotel,0.00019270521557833133
HAL 6th Main,0.00019270521557833133
Hosmat Hospital,0.00019270521557833133
Depot 15,0.0001919550079850384
Christ college,0.00019076464212832236
Chamarajpet Play Ground,0.00019005599942743725
Nagashetty Halli E Spring Apartment,0.00018989611005871285
Chikkalasandra Bus Stand,0.00018890369136942363
Kengeri Bande Mata,0.00018881370007508427
Madiwala Market,0.0001885081201322448
Kattigenahalli Gate,0.00018750030224004376
MALLIMAKANAPURA,0.00018750030224004376
Bagalagunte,0.00018735221290390775
Adityanagara Jally Machine,0.00018577522222180024
Kodigehalli,0.00018577522222180024
Jalli Machine,0.00018577522222180024
Ittuguru,0.00018430484246934352
Katriguppe Kamkya Talkies,0.00018416525512102473
ITI Gate,0.00018416525512102473
Mekhri Circle,0.00018393260934388193
Ashwatanagara Bhupasandra,0.00018355612056877608
Chamundinagara Sulthanpalya,0.00018353005472699163
Pratyangiri Temple Turahalli,0.00018307080774547087
Byatarayana Doddi Cross,0.00018307080774547087
J Srinivasa Reddy Layout,0.00018307080774547087
Twinkler School,0.00018307080774547087
Military Accounts Office,0.0001828456766486741
Depot-41,0.00018278778468274043
